start_time,end_time,text,emotion,sub-emotion,intensity
"00:54:45,000","00:54:47,000",I think your sofa was the one,neutral,neutral,neutral
"00:54:47,000","00:54:49,000","which was safe, however.",happiness,relief,mild
"00:54:49,000","00:54:51,000",I thought so too,neutral,neutral,neutral
"00:54:51,000","00:54:53,000",But Faustina behaves strangely,surprise,confusion,mild
"00:54:53,000","00:54:55,000","first, nie?",neutral,neutral,neutral
"00:54:55,000","00:54:57,000","But she is blackmailed, old.",,,
"00:54:57,000","00:54:59,000","Everything is a card, no.",neutral,neutral,neutral
"00:54:59,000","00:55:01,000","After all, three cards have here for sure ...",neutral,neutral,neutral
"00:55:02,000","00:55:04,000","Everything is written in a letter that he is to attack Julita,",fear,fear,moderate
"00:55:04,000","00:55:06,000","That's why Faustina behaves so strangely, right?",surprise,realization,mild
"00:55:06,000","00:55:08,000",I am afraid that I will fly out today.,fear,fear,moderate
"00:55:08,000","00:55:10,000",And it will probably be like that every day that everyone will feel like this.,neutral,neutral,neutral
"00:55:10,000","00:55:12,000","Well, except for the mafia, of course.",neutral,neutral,neutral
"00:55:12,000","00:55:14,000","I know that the mafia will not dump me, right?",fear,nervousness,mild
"00:55:14,000","00:55:16,000","Well, because nobody talks about my hand.",surprise,confusion,mild
"00:55:16,000","00:55:18,000",They do not dump because they feel that you are on the fork and so on.,surprise,confusion,mild
"00:55:18,000","00:55:20,000",And we are a long time ago Pazdat.,neutral,neutral,neutral
"00:55:20,000","00:55:22,000","In the sense, we have not hit you from a fork for a long time, so ...",neutral,neutral,neutral
"00:55:22,000","00:55:24,000",There are two scenarios. If I fly out today,fear,nervousness,moderate
"00:55:24,000","00:55:26,000","I made a fest shit behind me,",fear,embarrassment,moderate
"00:55:26,000","00:55:28,000",which they will dismantle.,fear,fear,mild
"00:55:28,000","00:55:30,000","And if I stay in the program, it is a fest shit,",disgust,disapproval,intense
"00:55:30,000","00:55:32,000",which can help me a lot.,happiness,optimism,mild
"00:55:32,000","00:55:34,000",I would never play this card.,disgust,disapproval,mild
"00:55:34,000","00:55:36,000","I say, I can take it ...",neutral,neutral,neutral
"00:55:36,000","00:55:38,000","Łukasz, I can take it,",neutral,neutral,neutral
"00:55:38,000","00:55:40,000","Unscrew, drink, say ...",neutral,neutral,neutral
"00:55:40,000","00:55:42,000","AAA, but well, right?",happiness,amusement,mild
"00:55:42,000","00:55:44,000",Tasty. And then when I get the card ...,neutral,neutral,neutral
"00:55:44,000","00:55:46,000","Father, no?",neutral,neutral,neutral
"00:55:46,000","00:55:48,000","Adaś, we have this deal.",neutral,neutral,neutral
"00:55:48,000","00:55:50,000","I don't know if you'll get it right away or not right away, but you'll get it.",neutral,neutral,neutral
"00:55:50,000","00:55:52,000","Is it no rush, man?",neutral,neutral,neutral
"00:55:52,000","00:55:54,000",Have you seen it?,happiness,curiosity,neutral
"00:55:55,000","00:55:57,000","Silent, I drink no rusha.",neutral,neutral,neutral
"00:55:57,000","00:55:59,000","I love water, so when I think to myself",happiness,love,mild
"00:55:59,000","00:56:01,000","About roses and lemons, I think ...",neutral,neutral,neutral
"00:56:01,000","00:56:03,000","Oh, here is the taste of rose and lemon.",surprise,surprise,mild
"00:56:03,000","00:56:05,000","I think I will drink flavored water today,",neutral,neutral,neutral
"00:56:05,000","00:56:07,000",to diversify your everyday life.,happiness,optimism,mild
"00:56:07,000","00:56:09,000","I normally drink taps, and today",neutral,neutral,neutral
"00:56:09,000","00:56:11,000","is Children's Day and I can drink a rose, lemon,",happiness,joy,mild
"00:56:11,000","00:56:13,000",No Rush.,neutral,neutral,neutral
"00:56:14,000","00:56:16,000","I need an operator and you, Adam, for a moment.",neutral,neutral,neutral
"00:56:17,000","00:56:19,000","Łukasz, at your invitation I am happy more,",happiness,gratitude,mild
"00:56:19,000","00:56:21,000",than if my father spoke to me,sadness,sadness,mild
"00:56:21,000","00:56:23,000",After 20 years of not living to me.,sadness,sadness,moderate
"00:56:23,000","00:56:25,000",It happens because you should be happy. Congratulations.,happiness,approval,mild
"00:56:25,000","00:56:27,000","Oh, thank you.",happiness,gratitude,mild
"00:56:27,000","00:56:29,000","This is a card for you. You see, it's worth being a good man.",happiness,approval,mild
"00:56:34,000","00:56:36,000",Did you give me the worst card?,sadness,disappointment,mild
"00:56:36,000","00:56:38,000",The worst?,surprise,confusion,mild
"00:56:38,000","00:56:40,000","Calmly, listen, play with it in poker,",neutral,neutral,neutral
"00:56:40,000","00:56:42,000","How do you get the card, no?",happiness,curiosity,mild
"00:56:42,000","00:56:44,000","Thanks, Łukasz, at least I have a card, right?",happiness,gratitude,mild
"00:56:44,000","00:56:46,000",And after the transaction of Naruciak with Uncle Faustina,neutral,neutral,neutral
"00:56:46,000","00:56:48,000",She finally decided to tell Żabson,neutral,neutral,neutral
"00:56:48,000","00:56:50,000",About the card she used in the morning.,neutral,neutral,neutral
"00:56:50,000","00:56:52,000",I got a detective card.,neutral,neutral,neutral
"00:56:52,000","00:56:54,000",I don't know if the person I pointed out is from the mafia or not.,surprise,confusion,moderate
"00:56:54,000","00:56:56,000",And I chose you.,neutral,neutral,neutral
"00:56:56,000","00:56:58,000",So I know you are a citizen.,surprise,realization,mild
"00:56:58,000","00:57:00,000",And that's why I told you that today I believe in what you say.,neutral,neutral,neutral
"00:57:00,000","00:57:02,000",But that also showed me later,surprise,realization,mild
"00:57:02,000","00:57:04,000","As I went to conversations with Postin,",neutral,neutral,neutral
"00:57:04,000","00:57:06,000",who shot me at you,anger,anger,moderate
"00:57:06,000","00:57:08,000",that he is more from the mafia.,disgust,disapproval,moderate
"00:57:08,000","00:57:10,000",How do you know that he is not just stupid?,happiness,curiosity,mild
"00:57:10,000","00:57:12,000",Postin is a bit molly,neutral,neutral,neutral
"00:57:12,000","00:57:14,000","and throughout today, in my opinion,",neutral,neutral,neutral
"00:57:14,000","00:57:16,000",It harmonizes nicely with Julitka.,neutral,neutral,neutral
"00:57:16,000","00:57:18,000",Julita took me herself,neutral,neutral,neutral
"00:57:18,000","00:57:20,000",and postina conversations outside,neutral,neutral,neutral
"00:57:21,000","00:57:23,000","And they were just pushing all the time,",anger,annoyance,mild
"00:57:23,000","00:57:25,000","That you are just lying, that you are from this mafia,",disgust,disapproval,intense
"00:57:25,000","00:57:27,000",that these three people were random,surprise,confusion,mild
"00:57:27,000","00:57:29,000","and everything was obstacled in this way,",surprise,confusion,mild
"00:57:29,000","00:57:31,000",That you are from the mafia and so on.,disgust,disapproval,moderate
"00:57:31,000","00:57:33,000","And I already know that you are not from this mafia,",surprise,realization,mild
"00:57:33,000","00:57:35,000",I didn't tell them anything.,neutral,neutral,neutral
"00:57:35,000","00:57:37,000",It aroused my suspicions that Julita changed,happiness,curiosity,moderate
"00:57:37,000","00:57:39,000",Just completely your approach to the matter.,surprise,confusion,mild
"00:57:39,000","00:57:41,000","I suspect faustine somehow,",happiness,curiosity,mild
"00:57:41,000","00:57:43,000",Because I feel that Kasia is pulling the strings.,,,
"00:57:43,000","00:57:45,000","Faustina takes me to the side, he says",neutral,neutral,neutral
"00:57:45,000","00:57:47,000","I have a detective card, I checked you",neutral,neutral,neutral
"00:57:47,000","00:57:49,000",Are you clean.,happiness,relief,mild
"00:57:49,000","00:57:51,000","Later that post and Julita really approached her,",neutral,neutral,neutral
"00:57:51,000","00:57:53,000","They started to be brought to me from the beginning,",neutral,neutral,neutral
"00:57:53,000","00:57:55,000",that they invited her to an interview,neutral,neutral,neutral
"00:57:55,000","00:57:57,000","And so I listened to it, besides, you know what",happiness,curiosity,mild
"00:57:57,000","00:57:59,000",I pointed out if I was looking into my eyes.,neutral,neutral,neutral
"00:57:59,000","00:58:01,000",I wasn't looking into my eyes at all.,surprise,confusion,mild
"00:58:01,000","00:58:03,000","The fact that someone knows that I am not from the mafia,",happiness,relief,mild
"00:58:03,000","00:58:05,000",This does not say that he had to use a card.,neutral,neutral,neutral
"00:58:05,000","00:58:07,000",Because the detective card is not a mafia.,neutral,neutral,neutral
"00:58:07,000","00:58:09,000",Here the mafia can say.,neutral,neutral,neutral
"00:58:09,000","00:58:11,000",They know.,neutral,neutral,neutral
"00:58:11,000","00:58:13,000","You generally have to be very careful about what is coming to you,",fear,fear,moderate
"00:58:13,000","00:58:15,000",what he tells you because you can 4-5 people,surprise,confusion,mild
"00:58:15,000","00:58:17,000",pull it at this moment.,surprise,confusion,mild
"00:58:17,000","00:58:19,000",You must believe me that his sofa is safe.,,,
"00:58:19,000","00:58:21,000",That Faustina is not like a mafia.,neutral,neutral,neutral
"00:58:21,000","00:58:23,000","So if their sofa is Safe,",neutral,neutral,neutral
"00:58:23,000","00:58:25,000",Kasia is definitely mafia.,,,
"00:58:25,000","00:58:27,000",But you are of course right.,happiness,approval,mild
"00:58:27,000","00:58:29,000","I am not saying that Kasia is not, no?",surprise,confusion,mild
"00:58:29,000","00:58:31,000",That's why you don't want to dump her?,happiness,curiosity,moderate
"00:58:31,000","00:58:33,000",There is no defense card.,neutral,neutral,neutral
"00:58:33,000","00:58:35,000","However, I try to use such a coarse style here,",neutral,neutral,neutral
"00:58:35,000","00:58:37,000","that is, how it has 50-50, and many indicate this Kasia",surprise,confusion,moderate
"00:58:37,000","00:58:39,000",And a lot of things ...,neutral,neutral,neutral
"00:58:39,000","00:58:41,000","Then why should I vote for her, no?",happiness,curiosity,moderate
"00:58:41,000","00:58:43,000",Because for me you are becoming a suspicious like you,disgust,disapproval,moderate
"00:58:43,000","00:58:45,000",You want her.,happiness,desire,mild
"00:58:45,000","00:58:47,000","For me, you get a suspect and let's just stick to one thought.",happiness,optimism,moderate
"00:58:47,000","00:58:49,000",I just think Kasia is,neutral,neutral,neutral
"00:58:49,000","00:58:51,000",Impostor and is not a mafia.,surprise,confusion,mild
"00:58:51,000","00:58:53,000",But this does not change the fact that it can go out further.,neutral,neutral,neutral
"00:58:53,000","00:58:55,000",He moves us away from voting for Kasia really.,anger,annoyance,moderate
"00:58:55,000","00:58:57,000",He says it's a bit ...,neutral,neutral,neutral
"00:58:57,000","00:58:59,000",We shouldn't do it where it just seems to me,neutral,neutral,neutral
"00:58:59,000","00:59:01,000",logical.,neutral,neutral,neutral
"00:59:01,000","00:59:03,000",And now the uncle has gathered citizens for the second task that day.,neutral,neutral,neutral
"00:59:03,000","00:59:05,000",I have another task for you.,neutral,neutral,neutral
"00:59:05,000","00:59:07,000",You will compete in this task,happiness,excitement,moderate
"00:59:07,000","00:59:09,000",among themselves.,neutral,neutral,neutral
"00:59:09,000","00:59:11,000",That's why I invite you outside.,neutral,neutral,neutral
"00:59:11,000","00:59:13,000",First three.,neutral,neutral,neutral
"00:59:13,000","00:59:15,000",We had to measure directly,neutral,neutral,neutral
"00:59:15,000","00:59:17,000",Everyone with everyone. That's why I prepared,neutral,neutral,neutral
"00:59:17,000","00:59:19,000",Individual task. We have 11,neutral,neutral,neutral
"00:59:19,000","00:59:21,000",tables. There is a board on each table,neutral,neutral,neutral
"00:59:21,000","00:59:23,000",and a knife. Your task will be,neutral,neutral,neutral
"00:59:23,000","00:59:25,000",Perfect chopping in half.,neutral,neutral,neutral
"00:59:27,000","00:59:29,000","In our field it is everyday life, great.",happiness,pride,mild
"00:59:29,000","00:59:31,000","On the left you have grenades,",neutral,neutral,neutral
"00:59:31,000","00:59:33,000",Melons on the right. You can choose,neutral,neutral,neutral
"00:59:33,000","00:59:35,000",fruit and then,neutral,neutral,neutral
"00:59:35,000","00:59:37,000",approach the free table. Let's start.,neutral,neutral,neutral
"00:59:37,000","00:59:39,000","What are the fruits inside, because I don't know.",happiness,curiosity,mild
"00:59:39,000","00:59:41,000","Hey, and this is true that",happiness,curiosity,mild
"00:59:41,000","00:59:43,000",The chickens told you,surprise,confusion,mild
"00:59:43,000","00:59:45,000",That I used a card on it?,happiness,curiosity,moderate
"00:59:45,000","00:59:47,000",Because I can prove that not. He didn't say,,,
"00:59:47,000","00:59:49,000",that you. Noruciak told me that,surprise,confusion,mild
"00:59:49,000","00:59:51,000",The chickens just told him that I was,surprise,confusion,mild
"00:59:51,000","00:59:53,000",On it I used a blackmailer card or something.,surprise,confusion,moderate
"00:59:53,000","00:59:55,000",And I say that I do not and that I have this card,neutral,neutral,neutral
"00:59:55,000","00:59:57,000",in the room and I can show her. Me and like something,neutral,neutral,neutral
"00:59:57,000","00:59:59,000",I don't believe him. You have a minute,anger,annoyance,moderate
"00:59:59,000","01:00:01,000",to cut.,neutral,neutral,neutral
"01:00:00,000","01:00:03,000","Fruit focus. Time, start!",happiness,excitement,moderate
"01:00:03,000","01:00:07,000","Okay, there is nothing to dismantle, damn, you just have to cut.",anger,annoyance,moderate
"01:00:07,000","01:00:10,000","And I generally got up that one part is a little thicker,",neutral,neutral,neutral
"01:00:10,000","01:00:12,000",Probably the second one is a little thinner.,neutral,neutral,neutral
"01:00:12,000","01:00:15,000","Oh no, but here is the chopping lime.",anger,annoyance,mild
"01:00:15,000","01:00:18,000","Okay, I have to focus, there is a little more here, so not.",happiness,optimism,moderate
"01:00:18,000","01:00:21,000","Oh damn bales, okay, we do it.",happiness,optimism,moderate
"01:00:21,000","01:00:23,000",I am afraid that I will not cross it at all.,fear,nervousness,moderate
"01:00:31,000","01:00:34,000","Hey, because when I am wet, then it goes down crookedly.",neutral,neutral,neutral
"01:00:37,000","01:00:39,000",I feel lime. I also feel that lime.,neutral,neutral,neutral
"01:00:39,000","01:00:41,000","I feel lime. Dude, what did I do?",surprise,confusion,moderate
"01:00:41,000","01:00:43,000",I have the impression that it is quite good.,happiness,optimism,mild
"01:00:43,000","01:00:46,000","I went terrible to the task with fruit,",sadness,disappointment,moderate
"01:00:46,000","01:00:49,000",I couldn't pierce this knife through this fruit at all.,anger,annoyance,moderate
"01:00:49,000","01:00:53,000","Ultimately, my fruit was cut somehow.",happiness,relief,mild
"01:00:53,000","01:00:55,000",I duplicate. And me?,surprise,confusion,mild
"01:00:55,000","01:00:57,000","End, we put off the knives!",happiness,relief,moderate
"01:00:57,000","01:01:00,000","What? No, no chance.",surprise,surprise,moderate
"01:01:00,000","01:01:02,000","Oh damn, how well you went.",happiness,admiration,moderate
"01:01:02,000","01:01:04,000",Almost as good as I do.,happiness,pride,mild
"01:01:04,000","01:01:06,000","Oh dear, Karol, what happened?",,,
"01:01:06,000","01:01:08,000",I put my whole heart into this task.,happiness,optimism,intense
"01:01:11,000","01:01:13,000",I can't.,anger,annoyance,intense
"01:01:13,000","01:01:16,000","Julitka, your difference is 16 grams.",neutral,neutral,neutral
"01:01:16,000","01:01:18,000","16 grams, it's not too bad.",happiness,relief,mild
"01:01:18,000","01:01:21,000","But it seems to me that looking at the pipe, as if it really is good.",happiness,optimism,mild
"01:01:21,000","01:01:25,000","It makes no sense to even weigh it, because there is no difference here.",neutral,neutral,neutral
"01:01:25,000","01:01:27,000",I understand that you count on a weight error.,happiness,curiosity,mild
"01:01:27,000","01:01:29,000",Not.,neutral,neutral,neutral
"01:01:29,000","01:01:34,000","900 to 455, you practically went out one -third.",surprise,surprise,mild
"01:01:34,000","01:01:36,000",52 we are a difference.,neutral,neutral,neutral
"01:01:36,000","01:01:38,000",45 grams of difference.,neutral,neutral,neutral
"01:01:38,000","01:01:40,000",14 grams of difference.,neutral,neutral,neutral
"01:01:40,000","01:01:42,000",There was a lot of fucking.,anger,annoyance,intense
"01:01:42,000","01:01:44,000","9, i.e. 34 grams of difference.",neutral,neutral,neutral
"01:01:44,000","01:01:46,000",1161 grams of difference.,neutral,neutral,neutral
"01:01:46,000","01:01:48,000",Not.,neutral,neutral,neutral
"01:01:50,000","01:01:52,000",I'm not good to cut things.,fear,embarrassment,mild
"01:01:52,000","01:01:55,000",We have Julita first.,neutral,neutral,neutral
"01:01:55,000","01:01:57,000",The chickens were in second place.,neutral,neutral,neutral
"01:01:57,000","01:02:01,000",And Tomek and 11 grams are in the first place.,neutral,neutral,neutral
"01:02:01,000","01:02:03,000",I came back from Japan.,neutral,neutral,neutral
"01:02:03,000","01:02:05,000",It turned out that there are two cards to win.,surprise,surprise,mild
"01:02:05,000","01:02:11,000",One of them is won by a person who had the smallest difference when it comes to halves.,neutral,neutral,neutral
"01:02:11,000","01:02:16,000",Tomek wins and Faustina win this competition with the greatest result.,happiness,admiration,mild
"01:02:16,000","01:02:20,000",And that the second card is won by a person whose difference was the biggest.,neutral,neutral,neutral
"01:02:20,000","01:02:22,000",It's me? I won this card?,surprise,surprise,moderate
"01:02:22,000","01:02:24,000",Co?,surprise,confusion,mild
"01:02:24,000","01:02:26,000",And they will receive power cards from me.,neutral,neutral,neutral
"01:02:26,000","01:02:31,000",She had 1134 grams of difference because she didn't cross the melon.,neutral,neutral,neutral
"01:02:31,000","01:02:36,000","Although the participants thought there would be only one winner, there were really two of them.",surprise,surprise,mild
"01:02:36,000","01:02:38,000",That's why your reward is in this envelope.,neutral,neutral,neutral
"01:02:38,000","01:02:41,000","Well, this is a strong card. This is a card that can mix up a lot.",happiness,excitement,mild
"01:02:41,000","01:02:42,000",NO.,disgust,disapproval,intense
"01:02:42,000","01:02:43,000",Please.,neutral,neutral,neutral
"01:02:43,000","01:02:48,000","In general, I don't want to take this card because it stresses me and everyone thinks I'm from the mafia now.",fear,nervousness,moderate
"01:02:48,000","01:02:50,000",Congratulations. It was worth not cutting Melon.,happiness,approval,mild
"01:02:50,000","01:02:52,000","But the plot is here, no? They won't eat.",surprise,confusion,mild
"01:02:52,000","01:02:59,000","Faustina just got a card on the task, but because she did something completely penetrated, because she did not exceed the fruit on time,",disgust,disapproval,mild
"01:02:59,000","01:03:08,000","She threw a lot of suspicions at herself and people spanks, thinking that she had info earlier, that she would give her a card,",surprise,confusion,moderate
"01:03:08,000","01:03:11,000",Because there will be just an extreme number of weight.,surprise,confusion,mild
"01:03:11,000","01:03:16,000","I wonder between Kasia, Faustina and Kur. These are three people who ...",happiness,curiosity,mild
"01:03:16,000","01:03:19,000",But Faustina is blackmailed. She is blackmailed.,,,
"01:03:19,000","01:03:23,000","But there was also a lot yesterday, some behavior of her Shady that could indicate it.",happiness,curiosity,mild
"01:03:23,000","01:03:30,000","I think Faustina is the same as you, old, that you got a bit lost and so on, but it does not mean that you are a mafia, old.",neutral,neutral,neutral
"01:03:30,000","01:03:37,000","For example, I mean that if Kasia is, even if she is a citizen, she doesn't play in the way a citizen played.",surprise,confusion,mild
"01:03:37,000","01:03:41,000","She is too mysterious, some secret shady.",happiness,curiosity,moderate
"01:03:42,000","01:03:45,000",This is Patrick and it is a rush that has been packed for six hours and he has already said goodbye to me.,surprise,confusion,mild
"01:03:45,000","01:03:49,000","And as if he is not joking. Just as much as I know him, it's not like he screws.",surprise,confusion,mild
"01:03:49,000","01:03:50,000",I think he screws.,neutral,neutral,neutral
"01:03:50,000","01:03:51,000",I don't know what's going on.,surprise,confusion,moderate
"01:03:51,000","01:03:53,000",But what he says does not make sense.,surprise,confusion,mild
"01:03:53,000","01:03:57,000",We used to be together. Now we are on another side of the barricade.,sadness,sadness,mild
"01:03:57,000","01:03:59,000","No, I'm trying to convince them.",neutral,neutral,neutral
"01:03:59,000","01:04:03,000","But don't worry. One of you is a mafia, I will tell you so much. So I don't even talk to you.",,,
"01:04:03,000","01:04:04,000",And it is very possible that this is him.,happiness,curiosity,moderate
"01:04:04,000","01:04:05,000",Co?,surprise,confusion,mild
"01:04:06,000","01:04:14,000","Mordy, if you analyze all yours ... Everything you do all day is old Giga Word, right?",surprise,confusion,mild
"01:04:14,000","01:04:16,000",What you do now do the last hour.,neutral,neutral,neutral
"01:04:16,000","01:04:23,000","Before we left this house at all, I warned him that I remember about his ...",neutral,neutral,neutral
"01:04:23,000","01:04:26,000","Because he encouraged himself all day to vote at the cash register, right?",neutral,neutral,neutral
"01:04:26,000","01:04:33,000","I was convinced that she was covered by a protection card and that if you vote for her, it would be an empty voice.",surprise,realization,mild
"01:04:33,000","01:04:38,000","And we were supposed to do what we were supposed to do, we determined that we were going the same, we all met together a long time ago.",neutral,neutral,neutral
"01:04:38,000","01:04:40,000","You go to everyone, make a intrigue, undermine it.",disgust,disapproval,moderate
"01:04:40,000","01:04:41,000",I just sat at the old man.,neutral,neutral,neutral
"01:04:41,000","01:04:45,000","Not true, I saw many times how you talked with various people and as if you made them to your phase.",disgust,disapproval,moderate
"01:04:45,000","01:04:47,000","So at the moment, old, I don't even trust you.",disgust,disapproval,moderate
"01:04:47,000","01:04:55,000","There is some horror at all. I feel like in hell. I don't trust anyone. Do you understand it? Nobody. Nobody, zero.",fear,fear,intense
"01:04:55,000","01:05:01,000","I even had to defend myself severely, but I could rather. I mean, I hope I can do it.",happiness,optimism,moderate
"01:05:01,000","01:05:07,000","As far as I know, I managed to convince a few people not to vote for me.",happiness,relief,mild
"01:05:07,000","01:05:13,000","We will also see. I have some arguments prepared, but I'm not in the mafia, so they should not throw me anything today.",fear,nervousness,mild
"01:05:13,000","01:05:14,000",Stupidity.,anger,annoyance,mild
"01:05:14,000","01:05:20,000","Still during the preparation for the meeting, there was a certain exchange of sentences, which in the future will prove to be very important.",happiness,curiosity,moderate
"01:05:20,000","01:05:22,000",It's okay. It seems to me that three people fell off.,neutral,neutral,neutral
"01:05:22,000","01:05:23,000",There is no chance. Seriously?,,,
"01:05:23,000","01:05:25,000",There is a lot of chances for it.,happiness,optimism,mild
"01:05:25,000","01:05:26,000",Or take such a card.,neutral,neutral,neutral
"01:05:26,000","01:05:30,000","Okay, everything has now been confirmed. Okay, okay. Remember my words.",,,
"01:05:30,000","01:05:34,000","Finally, after the centuries of intrigue, the time has come for the meeting in cities.",happiness,excitement,moderate
"01:05:34,000","01:05:43,000","During today's meeting, one person will leave the Mafia House. You will decide who of you will be this person.",,,
"01:05:43,000","01:05:49,000",I would love to start a discussion. I would like Adam to start.,happiness,curiosity,mild
"01:05:49,000","01:05:53,000",Who do you think should leave our house today?,happiness,curiosity,mild
"01:05:53,000","01:05:57,000","Nobody. I would prefer nobody, no? That we all have fun.",happiness,caring,mild
"01:05:57,000","01:05:59,000",Who do you think is from the mafia then?,happiness,curiosity,mild
"01:05:59,000","01:06:04,000","And I really believe it, now until the sofa is free from the mafia",happiness,optimism,mild
"01:06:04,000","01:06:10,000",It was Tomek Gimper's sofa. So where Alan was and where Faustina was.,neutral,neutral,neutral
"01:06:10,000","01:06:12,000",And who was with us from the mafia?,happiness,curiosity,mild
"01:06:12,000","01:06:16,000",I think that there was one mafiosis on my couch and my team and I think it was a block.,surprise,confusion,moderate
"01:06:16,000","01:06:17,000",What do you say Karol?,happiness,curiosity,mild
"01:06:17,000","01:06:20,000","Well, I'm a citizen, so I'm pure.",neutral,neutral,neutral
"01:06:20,000","01:06:23,000","I am miraculously Adam that you think so, really. I from ...",surprise,surprise,mild
"01:06:23,000","01:06:25,000",It's like explained.,neutral,neutral,neutral
"01:06:25,000","01:06:29,000","But I love Blołka variability, he is a citizen or a mafia every two hours, right?",happiness,amusement,mild
"01:06:29,000","01:06:32,000","And who do you think is a mafia then, if you are a citizen?",happiness,curiosity,mild
"01:06:32,000","01:06:38,000","I don't know, I would focus here more on this conflict of Posti-Kasia.",surprise,confusion,mild
"01:06:38,000","01:06:43,000","In general, in my opinion, because we also focused only on this conflict Kasia-Posti",surprise,realization,mild
"01:06:43,000","01:06:47,000",It was totally all daytime that we did not pay attention to the behavior of others.,surprise,realization,mild
"01:06:47,000","01:06:48,000",Who will you vote for?,happiness,curiosity,mild
"01:06:48,000","01:06:50,000",I have two people I think about.,neutral,neutral,neutral
"01:06:50,000","01:06:55,000","Only in one way can I verify if the frog was right yesterday, whether Kasia or posti, right?",happiness,curiosity,mild
"01:06:55,000","01:06:57,000",Can I ask you one question? Are you blackmailed?,happiness,curiosity,moderate
"01:06:57,000","01:06:59,000","No, I'm not. I have already explained this to you.",neutral,neutral,neutral
"01:06:59,000","01:07:01,000","Besides, she can't say that anyway.",neutral,neutral,neutral
"01:07:01,000","01:07:03,000","No, if she was blackmailed, she wouldn't be able to tell you.",surprise,realization,mild
"01:07:03,000","01:07:05,000","No, but I would like you to just say.",neutral,neutral,neutral
"01:07:05,000","01:07:09,000","Beloved, I was blackmailed today, and here is my letter.",fear,fear,intense
"01:07:09,000","01:07:13,000","I haven't given up these blackmails because I have rules, I have honor.",happiness,pride,moderate
"01:07:13,000","01:07:14,000",I said.,neutral,neutral,neutral
"01:07:14,000","01:07:15,000",And I love you.,happiness,love,mild
"01:07:15,000","01:07:17,000","I told you. I told you, hens ...",neutral,neutral,neutral
"01:07:17,000","01:07:18,000",Kasia!,surprise,surprise,mild
"01:07:18,000","01:07:20,000","Okay, I'm not saying anything anymore.",neutral,neutral,neutral
"01:07:20,000","01:07:28,000","Listen, according to the card, the chickens are just forgiving the program due to the fact that he did not perform the tasks of the mafia and did not fulfill their wishes.",disgust,disapproval,moderate
"01:07:28,000","01:07:31,000",Time was straight into the hearts.,neutral,neutral,neutral
"01:07:31,000","01:07:35,000",I suspected him and now stupidly. I'm so stupid now.,,,
"01:07:35,000","01:07:39,000","Before starting any tasks, I received threats from the mafia.",fear,fear,moderate
"01:07:39,000","01:07:44,000","I have instructions from them for you, how to proceed today.",neutral,neutral,neutral
"01:07:44,000","01:07:47,000","If you do not follow these rules, you will fall off the program.",fear,fear,moderate
"01:07:47,000","01:07:54,000","It turned out that my card on a chicken letter he got from me today, worked.",neutral,neutral,neutral
"01:07:54,000","01:07:58,000",You have to say that you wanted to check if Julita is Safe to just play better.,happiness,curiosity,mild
"01:07:58,000","01:08:02,000","Thanks to the card from the host you can't talk about, you checked her and it turned out that Julita is from the mafia.",surprise,realization,moderate
"01:08:02,000","01:08:06,000","You suggest that the cane and posti are suspected, but that Julita is a certainty.",happiness,curiosity,moderate
"01:08:06,000","01:08:08,000","Oh, you have to get as many mafia as possible out of the game.",happiness,optimism,intense
"01:08:08,000","01:08:12,000",You have to talk to each person and convince her that Julita is from the mafia.,happiness,optimism,intense
"01:08:12,000","01:08:15,000",You must persuade each person to vote for Julite during the city's sessions.,happiness,optimism,intense
"01:08:15,000","01:08:17,000",Signed mafia.,neutral,neutral,neutral
"01:08:17,000","01:08:23,000","And because I was already in the first mafia, I won her, Julita is the first time, he plays well here,",happiness,admiration,mild
"01:08:23,000","01:08:29,000","She is screwed to the max, I have something that I prefer to sacrifice myself for her good.",happiness,caring,intense
"01:08:29,000","01:08:33,000",In the evening you can say that you had such a card and that it was all fake.,disgust,disapproval,mild
"01:08:33,000","01:08:37,000","After the deliberations, but this is already in a situation where Julity will not be.",neutral,neutral,neutral
"01:08:37,000","01:08:40,000","It is not known. If you don't do it, you'll get out of the game.",fear,fear,moderate
"01:08:40,000","01:08:42,000","Damn, and we can find out what the wishes were?",happiness,curiosity,mild
"01:08:42,000","01:08:43,000",To ma sens.,surprise,realization,mild
"01:08:43,000","01:08:44,000","Unfortunately, he has already fallen off the program.",sadness,disappointment,moderate
"01:08:44,000","01:08:49,000","Because I even talked and I say so, since the chickens had this card, whether it behaved in some way,",surprise,confusion,mild
"01:08:49,000","01:08:51,000",who could sabotage?,happiness,curiosity,moderate
"01:08:51,000","01:08:52,000",But it has a f ***** g sense.,surprise,realization,intense
"01:08:52,000","01:08:53,000",He mogged three times.,neutral,neutral,neutral
"01:08:53,000","01:08:54,000",To ma f*****g sens.,surprise,realization,intense
"01:08:54,000","01:08:58,000","In the sense, after a whole day, when he behaved, fucked up, nailed, it has a f **** g sense.",surprise,realization,intense
"01:08:58,000","01:09:02,000","And he dropped out because he confessed, broke the card's principle, so he dropped out of the program.",disgust,disapproval,moderate
"01:09:02,000","01:09:04,000","So we vote anyway, i.e. today three people fall out.",happiness,optimism,moderate
"01:09:04,000","01:09:08,000","Wait a while, we'll get it, because now it's a question, whether it changes anything to us.",happiness,curiosity,mild
