start_time,end_time,text,emotion,sub_emotion,intensity,emotion_encoded,sub_emotion_encoded,intensity_encoded
"00:35:34,000","00:35:35,000","No, no, we go trick or treating every Halloween.",happiness,amusement,mild,3,1,0
"00:35:35,000","00:35:36,000",You do?,surprise,surprise,mild,6,29,0
"00:35:36,000","00:35:37,000",So you're in a costume.,happiness,curiosity,mild,3,8,0
"00:35:37,000","00:35:38,000",What were you last year?,happiness,curiosity,mild,3,8,0
"00:35:38,000","00:35:39,000",I am in a costume.,neutral,neutral,mild,4,22,0
"00:35:39,000","00:35:41,000","Last year, we were a league of their own.",neutral,neutral,mild,4,22,0
"00:35:41,000","00:35:44,000",The black Tom Hanks.,happiness,amusement,mild,3,1,0
"00:35:44,000","00:35:47,000",Crying in baseball?,happiness,amusement,mild,3,1,0
"00:35:47,000","00:35:48,000","She's crying, sir.",happiness,amusement,mild,3,1,0
"00:35:48,000","00:35:49,000",I went through the book.,neutral,neutral,mild,4,22,0
"00:35:49,000","00:35:52,000","Boy, I was just planning to kind of flip through it",happiness,curiosity,mild,3,8,0
"00:35:52,000","00:35:53,000",before he came on.,neutral,neutral,mild,4,22,0
"00:35:53,000","00:35:54,000",And I got really invested in it.,happiness,excitement,moderate,3,14,1
"00:35:54,000","00:35:55,000",That's good.,happiness,approval,mild,3,4,0
"00:35:55,000","00:35:58,000","Because you go through, well, first of all, you're a lunatic.",happiness,amusement,moderate,3,1,1
"00:35:58,000","00:36:02,000","I mean, there's no two ways about it.",happiness,amusement,mild,3,1,0
"00:36:02,000","00:36:04,000","You know, you always hear about your preparation",happiness,admiration,mild,3,0,0
"00:36:04,000","00:36:06,000",and all these things that you do.,happiness,admiration,mild,3,0,0
"00:36:06,000","00:36:08,000","But then when you read the specifics, it's like, oh my god.",surprise,surprise,moderate,6,29,1
"00:36:08,000","00:36:10,000",This is a mental patient.,happiness,amusement,moderate,3,1,1
"00:36:11,000","00:36:13,000",That's true.,neutral,neutral,mild,4,22,0
"00:36:13,000","00:36:14,000",It's true.,neutral,neutral,mild,4,22,0
"00:36:14,000","00:36:15,000",It is.,neutral,neutral,mild,4,22,0
"00:36:15,000","00:36:16,000",It's true.,neutral,neutral,mild,4,22,0
"00:36:16,000","00:36:17,000",It's true.,neutral,neutral,mild,4,22,0
"00:36:17,000","00:36:18,000",You're aware of that.,neutral,neutral,mild,4,22,0
"00:36:18,000","00:36:19,000",Were you always aware of that?,happiness,curiosity,mild,3,8,0
"00:36:19,000","00:36:21,000","I am self-aware of my lunacy, yes.",happiness,amusement,mild,3,1,0
"00:36:21,000","00:36:22,000",Yeah.,neutral,neutral,mild,4,22,0
"00:36:22,000","00:36:25,000",One of the things that I thought was most interesting in the book,happiness,curiosity,moderate,3,8,1
"00:36:25,000","00:36:29,000","is that you read, and this goes back to the lunatic thing,",happiness,amusement,mild,3,1,0
"00:36:29,000","00:36:32,000",you read the referee's official handbook,happiness,curiosity,mild,3,8,0
"00:36:32,000","00:36:36,000",to find out where the referees are on the court.,happiness,curiosity,mild,3,8,0
"00:36:36,000","00:36:38,000",Explain this idea.,happiness,curiosity,moderate,3,8,1
"00:36:38,000","00:36:40,000","Well, it's a rule book, and the officials",neutral,neutral,mild,4,22,0
"00:36:40,000","00:36:41,000",have to be in certain positions.,neutral,neutral,mild,4,22,0
"00:36:41,000","00:36:43,000","So if you watch a game, you'll see officials",neutral,neutral,mild,4,22,0
"00:36:43,000","00:36:45,000",sliding in different areas.,neutral,neutral,mild,4,22,0
"00:36:45,000","00:36:48,000",You have your slot official and so forth and so on.,neutral,neutral,mild,4,22,0
"00:36:48,000","00:36:50,000",And so I read it to understand where they need to be,happiness,curiosity,mild,3,8,0
"00:36:50,000","00:36:51,000",in certain moments of time.,neutral,neutral,mild,4,22,0
"00:36:51,000","00:36:57,000","So if I need to get away with a foul, I don't.",happiness,amusement,mild,3,1,0
"00:36:57,000","00:36:58,000",I run back there.,neutral,neutral,mild,4,22,0
"00:36:58,000","00:37:01,000",The slot official's not going to see this little hold right here.,happiness,amusement,mild,3,1,0
"00:37:01,000","00:37:04,000",Had any player you know ever done that before?,happiness,curiosity,moderate,3,8,1
"00:37:04,000","00:37:06,000",Not that I know of.,neutral,neutral,mild,4,22,0
"00:37:07,000","00:37:08,000",That is absolutely not.,neutral,neutral,mild,4,22,0
"00:37:08,000","00:37:10,000",That is interesting.,happiness,curiosity,mild,3,8,0
"00:37:10,000","00:37:12,000","In order to protect, and correct me if I have any of this wrong,",happiness,curiosity,mild,3,8,0
"00:37:12,000","00:37:16,000","in order to protect your ankles, you learned to tap dance.",surprise,surprise,moderate,6,29,1
"00:37:16,000","00:37:17,000",I did.,neutral,neutral,mild,4,22,0
"00:37:17,000","00:37:19,000",Why didn't we know this?,happiness,curiosity,moderate,3,8,1
"00:37:19,000","00:37:23,000","Uh, well, it's kept secret for obvious reasons.",happiness,amusement,mild,3,1,0
"00:37:23,000","00:37:26,000",Do they make tap shoes in your size?,happiness,curiosity,mild,3,8,0
"00:37:26,000","00:37:27,000",Had to get them made.,neutral,neutral,mild,4,22,0
"00:37:27,000","00:37:28,000",You had to get them made.,neutral,neutral,mild,4,22,0
"00:37:28,000","00:37:29,000",Had to get them made.,neutral,neutral,mild,4,22,0
"00:37:29,000","00:37:30,000","I can't go to the store and be like,",happiness,amusement,mild,3,1,0
"00:37:30,000","00:37:32,000","yeah, I'll take those size 14s.",happiness,amusement,mild,3,1,0
"00:37:32,000","00:37:33,000","No, yeah.",neutral,neutral,mild,4,22,0
"00:37:33,000","00:37:36,000","You can't really call Nike and say, you guys have tap shoes.",happiness,amusement,mild,3,1,0
"00:37:36,000","00:37:39,000",And so are you an accomplished tapper?,happiness,curiosity,mild,3,8,0
"00:37:39,000","00:37:40,000",Do you know how to tap?,happiness,curiosity,mild,3,8,0
"00:37:40,000","00:37:41,000",You are not.,neutral,neutral,mild,4,22,0
"00:37:41,000","00:37:42,000",No.,neutral,neutral,mild,4,22,0
"00:37:42,000","00:37:44,000","For one summer, for a year there, yeah.",neutral,neutral,mild,4,22,0
"00:37:44,000","00:37:45,000",Yeah.,neutral,neutral,mild,4,22,0
"00:37:45,000","00:37:46,000",Really?,surprise,surprise,mild,6,29,0
"00:37:46,000","00:37:47,000","I could, like, tell my feet to do this,",happiness,amusement,mild,3,1,0
"00:37:47,000","00:37:48,000",and they would actually do that.,happiness,amusement,mild,3,1,0
"00:37:48,000","00:37:49,000",Right.,neutral,neutral,mild,4,22,0
"00:37:49,000","00:37:50,000",And you don't ever do it anymore?,happiness,curiosity,mild,3,8,0
"00:37:50,000","00:37:51,000","No, I don't.",neutral,neutral,mild,4,22,0
"00:37:51,000","00:37:52,000",I don't.,neutral,neutral,mild,4,22,0
"00:37:52,000","00:37:54,000","My first class, though, I walked into the studio.",neutral,neutral,mild,4,22,0
"00:37:54,000","00:37:57,000","And it's all these, like, six-year-old, seven-year-old kids.",happiness,amusement,mild,3,1,0
"00:37:57,000","00:37:58,000",Really?,surprise,surprise,mild,6,29,0
"00:37:58,000","00:37:59,000","Straight up, man.",neutral,neutral,mild,4,22,0
"00:37:59,000","00:38:00,000",Study in Santa Monica.,neutral,neutral,mild,4,22,0
"00:38:00,000","00:38:02,000","And these kids are looking at me like, what in the world?",happiness,amusement,moderate,3,1,1
"00:38:03,000","00:38:07,000",What's this grown-ass man doing in here learning tap dance?,happiness,amusement,moderate,3,1,1
"00:38:07,000","00:38:08,000",Wow.,surprise,surprise,mild,6,29,0
"00:38:08,000","00:38:09,000",This is great.,happiness,joy,mild,3,18,0
"00:38:09,000","00:38:10,000",And tap dancing.,neutral,neutral,mild,4,22,0
"00:38:10,000","00:38:11,000",Yeah.,neutral,neutral,mild,4,22,0
"00:38:11,000","00:38:12,000",You never do it.,neutral,neutral,mild,4,22,0
"00:38:12,000","00:38:13,000",You want to do a little tap dance?,happiness,curiosity,mild,3,8,0
"00:38:13,000","00:38:14,000",Can you show us?,happiness,curiosity,mild,3,8,0
"00:38:14,000","00:38:15,000",No.,neutral,neutral,mild,4,22,0
"00:38:15,000","00:38:16,000",No.,neutral,neutral,mild,4,22,0
"00:38:16,000","00:38:17,000",All right.,neutral,neutral,mild,4,22,0
"00:38:17,000","00:38:18,000",We'll take a break.,neutral,neutral,mild,4,22,0
"00:38:18,000","00:38:19,000","If I could, I would.",neutral,neutral,mild,4,22,0
"00:38:19,000","00:38:21,000","Well, go get Coke.",neutral,neutral,mild,4,22,0
"00:38:21,000","00:38:26,000","Guillermo, go get a giant pair of tap shoes.",happiness,amusement,mild,3,1,0
"00:38:26,000","00:38:27,000",All right.,neutral,neutral,mild,4,22,0
"00:38:27,000","00:38:28,000",Kobe.,neutral,neutral,mild,4,22,0
"00:38:28,000","00:38:29,000",Kobe.,neutral,neutral,mild,4,22,0
"00:38:29,000","00:38:30,000",Kobe.,neutral,neutral,mild,4,22,0
"00:38:30,000","00:38:31,000",We'll be right back.,neutral,neutral,mild,4,22,0
"00:38:31,000","00:38:32,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:32,000","00:38:33,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:33,000","00:38:34,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:34,000","00:38:35,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:35,000","00:38:36,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:36,000","00:38:37,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:37,000","00:38:38,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:38,000","00:38:39,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:39,000","00:38:40,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:40,000","00:38:41,000",Kobe!,neutral,neutral,mild,4,22,0
"00:38:41,000","00:38:42,000",Thank you for joining us tonight on this sad night.,sadness,sadness,moderate,5,28,1
"00:38:42,000","00:38:45,000",I wish it had been under happier circumstances.,sadness,sadness,moderate,5,28,1
"00:38:45,000","00:38:48,000",Magic Johnson will be with us tomorrow night on the show.,neutral,neutral,mild,4,22,0
"00:38:48,000","00:38:53,000","And again, if you would like to make a donation to the Kobe and Vanessa Bryant Family Foundation,",happiness,caring,mild,3,6,0
"00:38:53,000","00:38:56,000",you can do it at the address on your screen.,neutral,neutral,mild,4,22,0
"00:38:56,000","00:39:00,000",We pray for everyone who was lost yesterday and those they left behind.,sadness,grief,strong,5,17,2
"00:39:00,000","00:39:05,000","The children, their parents, and Kobe Bryant, who is gone but will never be forgotten.",sadness,grief,strong,5,17,2
"00:39:07,000","00:39:11,000",Kobe Bryant from Lower Merion High School in Pennsylvania.,neutral,neutral,mild,4,22,0
"00:39:26,000","00:39:31,000","Truth or consequence, say it aloud.",neutral,neutral,mild,4,22,0
"00:39:31,000","00:39:33,000",81 point game.,happiness,admiration,moderate,3,0,1
"00:39:33,000","00:39:38,000","Use that evidence, race it around.",neutral,neutral,mild,4,22,0
"00:39:41,000","00:39:44,000",There goes my hero.,happiness,admiration,strong,3,0,2
"00:39:45,000","00:39:48,000",Watch him as he goes.,happiness,admiration,strong,3,0,2
"00:39:49,000","00:39:52,000",There goes my hero.,happiness,admiration,strong,3,0,2
"00:39:53,000","00:39:55,000",He's on his way.,happiness,admiration,strong,3,0,2
"00:40:00,000","00:40:29,000","There goes my hero, watch him as he goes There goes my hero, he's ordinary",happiness,admiration,strong,3,0,2
"00:40:29,000","00:40:31,000",Yeah!,happiness,excitement,mild,3,14,0
"00:00:00,000","00:00:07,000","From Monday to Friday, five completely different people go to visit each other.",neutral,neutral,mild,4,22,0
"00:00:07,000","00:00:11,000",Each of them has the same conditions when buying products.,neutral,neutral,mild,4,22,0
"00:00:11,000","00:00:15,000",And only three hours to make a dinner of three dishes.,neutral,neutral,mild,4,22,0
"00:00:15,000","00:00:19,000",The task of everyone is to demonstrate to guests all their talents.,neutral,neutral,mild,4,22,0
"00:00:19,000","00:00:23,000",What to serve to the table and how to entertain the guests is decided by the owner of the house.,neutral,neutral,mild,4,22,0
"00:00:23,000","00:00:26,000","Every evening, guests put the assessment to the owner.",neutral,neutral,mild,4,22,0
"00:00:26,000","00:00:29,000","And on Friday we will learn the name of the winner,",neutral,neutral,mild,4,22,0
"00:00:29,000","00:00:32,000",which will receive a prize from the Dinner Continuent program.,neutral,neutral,mild,4,22,0
"00:00:32,000","00:00:35,000","The winner of the week will become a participant in the superfinal,",neutral,neutral,mild,4,22,0
"00:00:35,000","00:00:38,000",In which the best of the best will meet.,neutral,neutral,mild,4,22,0
"00:00:38,000","00:00:41,000","See the Ren-TV channel ""Called Dinner"",",neutral,neutral,mild,4,22,0
"00:00:41,000","00:00:46,000",In which everyone can prove that it is he who is an unsurpassed owner.,happiness,pride,mild,3,24,0
"00:00:59,000","00:01:04,000",Subtitrov editor A. Sinnetsk corrector A. Yegorov,neutral,neutral,mild,4,22,0
"00:01:30,000","00:01:32,000",Ready to take part in our show.,happiness,excitement,mild,3,14,0
"00:01:32,000","00:01:36,000",So let's get acquainted with the new five players.,neutral,neutral,mild,4,22,0
"00:01:36,000","00:01:38,000",Lecturer Lidia Sokolova-Serbskaya.,neutral,neutral,mild,4,22,0
"00:01:38,000","00:01:41,000","So, I came to the program ""called dinner"",",neutral,neutral,mild,4,22,0
"00:01:41,000","00:01:46,000","To show everyone that a woman can always gain her female happiness,",happiness,pride,moderate,3,24,1
"00:01:46,000","00:01:51,000",Always be in a good mood and even in retirement to be in demand.,happiness,optimism,moderate,3,23,1
"00:01:51,000","00:01:54,000",Practicing Pranad Maria Morra.,neutral,neutral,mild,4,22,0
"00:01:54,000","00:01:56,000","I came to the “Dinner, I came to show everyone",happiness,pride,moderate,3,24,1
"00:01:56,000","00:02:01,000","That food should be primarily spiritual, unexpressible, not -worn.",happiness,curiosity,mild,3,8,0
"00:02:01,000","00:02:03,000",And it can also be a delicious calorie.,happiness,amusement,mild,3,1,0
"00:02:03,000","00:02:06,000",Restaurant singer Anastasia Ponomareva.,neutral,neutral,mild,4,22,0
"00:02:06,000","00:02:11,000","I came to the ""called dinner"" to please my beloved mom.",happiness,love,moderate,3,19,1
"00:02:11,000","00:02:14,000",I know that she simply adores the transmission of the “Dinner”.,happiness,love,mild,3,19,0
"00:02:14,000","00:02:20,000",But I decided to make her nice to participate and learn to cook.,happiness,caring,moderate,3,6,1
"00:02:20,000","00:02:23,000",Director of the Patent Bureau Dmitry Centralian.,neutral,neutral,mild,4,22,0
"00:02:23,000","00:02:26,000","Five years ago, I became interested in culinary",happiness,curiosity,mild,3,8,0
"00:02:26,000","00:02:32,000","And I want the participants in the ""dinner"" to appreciate my culinary talents.",happiness,pride,moderate,3,24,1
"00:02:32,000","00:02:34,000",And stylist Alexander Blinov.,neutral,neutral,mild,4,22,0
"00:02:34,000","00:02:36,000","Well, since I still have building a house for my mother,",happiness,caring,moderate,3,6,1
"00:02:36,000","00:02:41,000","I would like to earn a stove in this way,",happiness,desire,moderate,3,9,1
"00:02:41,000","00:02:44,000","Then the refrigerator, and then, of course, the dishwasher.",happiness,desire,moderate,3,9,1
"00:02:44,000","00:02:47,000",You need to forget about the norm and think abnormally.,happiness,curiosity,mild,3,8,0
"00:02:47,000","00:02:52,000",So determines the success of one of the most recognized experts in the world of modern business,happiness,admiration,moderate,3,0,1
"00:02:52,000","00:02:56,000",Lecturer and Doctor of Sciences Keel Nordstrom.,neutral,neutral,mild,4,22,0
"00:02:56,000","00:03:00,000",I am sure that this is precisely this principle adheres to our today's heroine,happiness,admiration,moderate,3,0,1
"00:03:00,000","00:03:03,000",Lidia Sokolova-Serbskaya.,neutral,neutral,mild,4,22,0
"00:03:03,000","00:03:04,000","By the way, also a lecturer.",neutral,neutral,mild,4,22,0
"00:03:04,000","00:03:08,000","Despite the fact that I retired, I continue to give lectures,",happiness,pride,moderate,3,24,1
"00:03:08,000","00:03:11,000","I spend master classes on image, fashion.",happiness,pride,moderate,3,24,1
"00:03:11,000","00:03:16,000","It is always very interesting for me preparation, and, of course, for the audience,",happiness,excitement,mild,3,14,0
"00:03:16,000","00:03:19,000",Because the themes of the image are now very in demand.,happiness,optimism,mild,3,23,0
"00:03:19,000","00:03:21,000",Lydia is active.,happiness,admiration,mild,3,0,0
"00:03:21,000","00:03:25,000","She is vividly interested in new products not only of fashion, but also culture in general.",happiness,curiosity,moderate,3,8,1
"00:03:25,000","00:03:29,000","I really like to travel, go to the cinema, to the theater.",happiness,joy,moderate,3,18,1
"00:03:29,000","00:03:34,000",I watched all almost competitive films of the Russian program at the film festival.,happiness,pride,mild,3,24,0
"00:03:34,000","00:03:36,000","Of course, I read a lot.",happiness,pride,mild,3,24,0
"00:03:36,000","00:03:38,000","In addition, I accept guests.",neutral,neutral,mild,4,22,0
"00:03:38,000","00:03:40,000","This is also, if you want, a hobby.",neutral,neutral,mild,4,22,0
"00:03:40,000","00:03:43,000",Our heroine inherited such a hobby.,neutral,neutral,mild,4,22,0
"00:03:43,000","00:03:46,000",Mom and Dad always loved guests.,happiness,caring,mild,3,6,0
"00:03:46,000","00:03:48,000",The house was bakery.,neutral,neutral,mild,4,22,0
"00:03:48,000","00:03:50,000",Mom always baked pies.,happiness,caring,mild,3,6,0
"00:03:50,000","00:03:56,000","I grew up in the atmosphere of this real Russian hospitality, the Russian feast.",neutral,neutral,mild,4,22,0
"00:03:56,000","00:04:02,000","Therefore, when I grew up, I tried to make my house also hospitable, bakery.",happiness,pride,mild,3,24,0
"00:04:02,000","00:04:06,000","Therefore, participation in our competition for Lydia is quite natural.",happiness,approval,mild,3,4,0
"00:04:06,000","00:04:10,000","For me, the most important thing, of course, is not only to feed the guests deliciously,",happiness,caring,moderate,3,6,1
"00:04:10,000","00:04:12,000",But for us to talk.,happiness,caring,moderate,3,6,1
"00:04:12,000","00:04:16,000",Because the luxury of human communication is the main thing for me.,happiness,admiration,moderate,3,0,1
"00:04:16,000","00:04:19,000",Lydia is a bright and extravagant lady.,happiness,admiration,mild,3,0,0
"00:04:19,000","00:04:22,000",And its appearance in society will never go unnoticed.,happiness,admiration,moderate,3,0,1
"00:04:22,000","00:04:26,000",I am sure that in our show she will leave an indelible impression of herself.,happiness,optimism,moderate,3,23,1
"00:04:30,000","00:04:34,000","We are at home, call more persistent, please.",neutral,neutral,mild,4,22,0
"00:04:34,000","00:04:36,000",Please.,neutral,neutral,mild,4,22,0
"00:04:36,000","00:04:38,000",The doorbell,neutral,neutral,mild,4,22,0
"00:04:40,000","00:04:42,000","Grisha, I am very glad to see you.",happiness,joy,moderate,3,18,1
"00:04:42,000","00:04:44,000",His health.,neutral,neutral,mild,4,22,0
"00:04:44,000","00:04:46,000",Allow me to introduce myself. My name is Grigory Shevchuk.,neutral,neutral,mild,4,22,0
"00:04:46,000","00:04:48,000","I am conducting the program ""Dinner"".",neutral,neutral,mild,4,22,0
"00:04:48,000","00:04:51,000","I am Lidia Sokolova-Serbskaya, the mistress of this apartment.",neutral,neutral,mild,4,22,0
"00:04:51,000","00:04:54,000",I am very glad to see you. I invite you to visit.,happiness,joy,moderate,3,18,1
"00:04:54,000","00:04:55,000",With pleasure.,happiness,joy,mild,3,18,0
"00:04:55,000","00:04:59,000","Since Lydia Lecturer, we believe that this is a person who is already over 40.",neutral,neutral,mild,4,22,0
"00:04:59,000","00:05:01,000","Accordingly, she should have many books.",neutral,neutral,mild,4,22,0
"00:05:01,000","00:05:04,000","And I think that some kind of such an old, interesting apartment should be.",happiness,curiosity,mild,3,8,0
"00:05:04,000","00:05:07,000","Grisha, you are generally in a unique apartment.",happiness,pride,moderate,3,24,1
"00:05:07,000","00:05:09,000",I am home in 19th century.,happiness,pride,moderate,3,24,1
"00:05:09,000","00:05:15,000",You were probably told that I am the great -grandson of the famous Russian psychiatrist Vladimir Petrovich Serbsky.,happiness,pride,moderate,3,24,1
"00:05:15,000","00:05:17,000","By the way, his portrait.",neutral,neutral,mild,4,22,0
"00:05:17,000","00:05:22,000",Here he is with my native grandmother Zinaida Vladimirovna-Serbskaya.,neutral,neutral,mild,4,22,0
"00:05:22,000","00:05:26,000",This is his only daughter.,neutral,neutral,mild,4,22,0
"00:05:26,000","00:05:28,000",Here is my mother.,neutral,neutral,mild,4,22,0
"00:05:28,000","00:05:30,000",This is the granddaughter of Serbian.,neutral,neutral,mild,4,22,0
"00:05:30,000","00:05:32,000",She was very beautiful in her youth.,happiness,admiration,mild,3,0,0
"00:05:32,000","00:05:34,000",They even wanted to shoot her in the cinema.,happiness,admiration,mild,3,0,0
"00:05:34,000","00:05:36,000",But grandfather forbade.,disgust,disapproval,mild,1,11,0
"00:05:36,000","00:05:42,000",It seems to me that Lydia had to stay from her ancestors of noble origin.,happiness,pride,mild,3,24,0
"00:05:42,000","00:05:47,000",It seems to me that maybe it will be an old watch.,happiness,curiosity,mild,3,8,0
"00:05:47,000","00:05:50,000",Or some old dishes.,happiness,curiosity,mild,3,8,0
"00:05:50,000","00:05:56,000","Here, you see, even the furniture of Vladimir Petrovich Serbsky has been preserved.",happiness,pride,moderate,3,24,1
"00:05:56,000","00:05:58,000",This is his slide.,neutral,neutral,mild,4,22,0
"00:05:58,000","00:06:00,000",And here his dishes were preserved.,happiness,pride,mild,3,24,0
"00:06:00,000","00:06:03,000",And there is even Japanese figurine.,happiness,curiosity,mild,3,8,0
"00:06:03,000","00:06:08,000","And I want to say that, of course, he loved to drink coffee very much.",neutral,neutral,mild,4,22,0
"00:06:08,000","00:06:11,000","Come on, I'll show you a coffee grinder.",happiness,excitement,mild,3,14,0
"00:06:11,000","00:06:12,000",Is she in working condition?,happiness,curiosity,mild,3,8,0
"00:06:12,000","00:06:14,000",Certainly.,neutral,neutral,mild,4,22,0
"00:06:14,000","00:06:17,000",He laid coffee here.,neutral,neutral,mild,4,22,0
"00:06:17,000","00:06:19,000",And there now ...,neutral,neutral,mild,4,22,0
"00:06:19,000","00:06:21,000",It smells.,disgust,disgust,mild,1,12,0
"00:06:21,000","00:06:23,000",And how old is she?,happiness,curiosity,mild,3,8,0
"00:06:23,000","00:06:28,000","Well, I think, since she is the end of the 19th century, then she already ...",surprise,realization,mild,6,25,0
"00:06:28,000","00:06:30,000",More than a hundred?,surprise,surprise,mild,6,29,0
"00:06:30,000","00:06:32,000",If not 150.,surprise,surprise,mild,6,29,0
"00:06:32,000","00:06:34,000",Go crazy.,surprise,surprise,moderate,6,29,1
"00:06:34,000","00:06:39,000","Ancient clan, ancient history, a strong connection with the ancestors.",happiness,admiration,moderate,3,0,1
"00:06:39,000","00:06:41,000",This should be a very interesting person.,happiness,curiosity,moderate,3,8,1
"00:06:41,000","00:06:44,000","Well, I want to tell more about my achievements.",happiness,pride,moderate,3,24,1
"00:06:44,000","00:06:47,000","Still, I have 6 higher education.",happiness,pride,moderate,3,24,1
"00:06:47,000","00:06:48,000",6?,surprise,surprise,mild,6,29,0
"00:06:48,000","00:06:53,000","6. The first, the most, well, for me dear, this is a diploma of the model artist.",happiness,pride,moderate,3,24,1
"00:06:53,000","00:06:58,000","I studied at the Moscow Textile Institute at the faculty of applied art,",happiness,pride,mild,3,24,0
"00:06:58,000","00:07:02,000","Where Zaitsev studied, and all-all-model artists.",happiness,pride,mild,3,24,0
"00:07:02,000","00:07:05,000",This was the only faculty then in the Soviet Union.,happiness,pride,mild,3,24,0
"00:07:05,000","00:07:07,000","So, good. Further?",happiness,curiosity,mild,3,8,0
"00:07:07,000","00:07:11,000",After I studied in Inyaz for certified specialists.,happiness,pride,mild,3,24,0
"00:07:11,000","00:07:18,000",Then I graduated from graduate school of full -time Moscow State University and already received the degree of candidate of philosophical sciences.,happiness,pride,moderate,3,24,1
"00:07:18,000","00:07:21,000",Then I studied at the culturalist.,happiness,pride,mild,3,24,0
"00:07:21,000","00:07:25,000",Then I defended my doctoral dissertation.,happiness,pride,moderate,3,24,1
"00:07:25,000","00:07:28,000",I am a doctor of historical sciences.,happiness,pride,moderate,3,24,1
"00:07:28,000","00:07:30,000",And here is also a diploma.,happiness,pride,mild,3,24,0
"00:07:30,000","00:07:33,000",There is already a social sphere manager.,happiness,pride,mild,3,24,0
"00:07:33,000","00:07:37,000","And I am very pleased, because all these formations help me now.",happiness,gratitude,moderate,3,16,1
"00:07:37,000","00:07:39,000",I am in demand.,happiness,pride,moderate,3,24,1
"00:07:39,000","00:07:42,000","I am invited to master classes, to a lecture.",happiness,pride,moderate,3,24,1
"00:07:42,000","00:07:46,000",I am invariably a member of the jury of many international competitions.,happiness,pride,moderate,3,24,1
"00:07:46,000","00:07:49,000","I am very pleased, because after all ...",happiness,joy,moderate,3,18,1
"00:07:49,000","00:07:52,000","Well, finally we see you at a dinner party.",happiness,joy,moderate,3,18,1
"00:07:54,000","00:07:56,000",Thanks for the invitation.,happiness,gratitude,mild,3,16,0
"00:07:56,000","00:07:58,000","Well, I have a wonderful offer for you.",happiness,excitement,moderate,3,14,1
"00:07:58,000","00:08:00,000",Let us discuss the menu of dinner.,neutral,neutral,mild,4,22,0
"00:08:00,000","00:08:01,000",Let's.,neutral,neutral,mild,4,22,0
"00:08:01,000","00:08:02,000",Do you agree?,neutral,neutral,mild,4,22,0
"00:08:02,000","00:08:03,000",Certainly.,neutral,neutral,mild,4,22,0
"00:08:03,000","00:08:04,000",Fine.,neutral,neutral,mild,4,22,0
"00:08:08,000","00:08:11,000",That will definitely warm us and delight us.,happiness,optimism,moderate,3,23,1
"00:08:11,000","00:08:14,000",I really want to know that today we will cook for a dinner party today.,happiness,curiosity,moderate,3,8,1
"00:08:14,000","00:08:16,000","Well, let's start with the salad.",neutral,neutral,mild,4,22,0
"00:08:16,000","00:08:17,000",Agree.,neutral,neutral,mild,4,22,0
"00:08:17,000","00:08:20,000","Not an intricate name, from Lidusi.",happiness,amusement,mild,3,1,0
"00:08:20,000","00:08:23,000","Salad with cheese, grapes and pears.",neutral,neutral,mild,4,22,0
"00:08:23,000","00:08:24,000",So.,neutral,neutral,mild,4,22,0
"00:08:24,000","00:08:25,000",The main dish?,happiness,curiosity,mild,3,8,0
"00:08:25,000","00:08:30,000",The main dish is Tver Street with pork and mushrooms.,neutral,neutral,mild,4,22,0
"00:08:30,000","00:08:32,000","Oh, how tasty it already sounds.",happiness,desire,moderate,3,9,1
"00:08:32,000","00:08:34,000",Everything is really brilliant and simple.,happiness,admiration,mild,3,0,0
"00:08:34,000","00:08:35,000",Tell me the dessert.,happiness,curiosity,mild,3,8,0
"00:08:35,000","00:08:38,000",And the dessert is a Serbian Mazurka pie.,neutral,neutral,mild,4,22,0
"00:08:38,000","00:08:41,000",He is with raisins and walnuts.,neutral,neutral,mild,4,22,0
"00:08:42,000","00:08:44,000","The hostess most likely is quite creative,",happiness,admiration,mild,3,0,0
"00:08:44,000","00:08:47,000","because her names are not just taken from the book,",happiness,curiosity,mild,3,8,0
"00:08:47,000","00:08:50,000","Namely, a little with a creative.",happiness,admiration,mild,3,0,0
"00:08:50,000","00:08:56,000",Fritten and craving for experiments are felt.,happiness,admiration,moderate,3,0,1
"00:08:56,000","00:08:59,000",It seems to me that the menu should be interesting.,happiness,optimism,mild,3,23,0
"00:08:59,000","00:09:04,000","I liked the menu, but pork and raisins seem superfluous to me.",disgust,disapproval,mild,1,11,0
"00:09:04,000","00:09:07,000","I do not need food as a pronoun at all,",surprise,confusion,mild,6,7,0
"00:09:07,000","00:09:10,000","But the menu is very well, very organic.",happiness,approval,mild,3,4,0
"00:09:10,000","00:09:12,000",I will definitely try anything of this.,happiness,excitement,mild,3,14,0
"00:09:12,000","00:09:16,000",I can make an assumption that all these dishes have been preparing more than once.,happiness,curiosity,mild,3,8,0
"00:09:16,000","00:09:18,000","Of course, of course.",neutral,neutral,mild,4,22,0
"00:09:18,000","00:09:20,000","And, probably, we have all the products in stock.",happiness,optimism,mild,3,23,0
